City,Mean underproduction (by APN),Units built to units claimed ratio on matched sites (by APN),RHNA Success (by APN),Units permitted / claimed capacity (by APN),P(inventory) for homes built (by APN),P(inventory) for projects built (by APN),P(dev) for nonvacant sites (by APN),P(dev) for vacant sites (by APN),P(dev) for inventory (by APN),# nonvacant matches (by APN),# vacant matches (by APN),# matches (by APN),Mean underproduction (by conservative geomatching),Units built to units claimed ratio on matched sites (by conservative geomatching),RHNA Success (by conservative geomatching),Units permitted / claimed capacity (by conservative geomatching),P(inventory) for homes built (by conservative geomatching),P(inventory) for projects built (by conservative geomatching),P(dev) for nonvacant sites (by conservative geomatching),P(dev) for vacant sites (by conservative geomatching),P(dev) for inventory (by conservative geomatching),# nonvacant matches (by conservative geomatching),# vacant matches (by conservative geomatching),# matches (by conservative geomatching),Mean underproduction,Units built to units claimed ratio on matched sites,RHNA Success,Units permitted / claimed capacity,P(inventory) for homes built,P(inventory) for projects built,P(dev) for nonvacant sites,P(dev) for vacant sites,P(dev) for inventory,# nonvacant matches,# vacant matches,# matches,Mean underproduction (by APN or conservative geomatching),Units built to units claimed ratio on matched sites (by APN or conservative geomatching),RHNA Success (by APN or conservative geomatching),Units permitted / claimed capacity (by APN or conservative geomatching),P(inventory) for homes built (by APN or conservative geomatching),P(inventory) for projects built (by APN or conservative geomatching),P(dev) for nonvacant sites (by APN or conservative geomatching),P(dev) for vacant sites (by APN or conservative geomatching),P(dev) for inventory (by APN or conservative geomatching),# nonvacant matches (by APN or conservative geomatching),# vacant matches (by APN or conservative geomatching),# matches (by APN or conservative geomatching),Mean underproduction (by APN or lenient geomatching),Units built to units claimed ratio on matched sites (by APN or lenient geomatching),RHNA Success (by APN or lenient geomatching),Units permitted / claimed capacity (by APN or lenient geomatching),P(inventory) for homes built (by APN or lenient geomatching),P(inventory) for projects built (by APN or lenient geomatching),P(dev) for nonvacant sites (by APN or lenient geomatching),P(dev) for vacant sites (by APN or lenient geomatching),P(dev) for inventory (by APN or lenient geomatching),# nonvacant matches (by APN or lenient geomatching),# vacant matches (by APN or lenient geomatching),# matches (by APN or lenient geomatching)
Napa,1.1733511586452763,0.9710144927536232,1.1437125748502994,0.6744350282485876,0.07015706806282722,0.011990407673860911,0.08108108108108109,0.0,0.030303030303030304,3 / 37,0 / 42,3 / 99,1.1036140330257977,1.2345679012345678,1.1437125748502994,0.6744350282485876,0.2094240837696335,0.18944844124700239,0.08108108108108109,0.09523809523809523,0.0707070707070707,3 / 37,4 / 42,7 / 99,1.1295880589998237,1.2839506172839505,1.1437125748502994,0.6744350282485876,0.21780104712041884,0.20863309352517986,0.08108108108108109,0.09523809523809523,0.0707070707070707,3 / 37,4 / 42,7 / 99,1.164191690662279,1.1173184357541899,1.1437125748502994,0.6744350282485876,0.2094240837696335,0.18944844124700239,0.10810810810810811,0.09523809523809523,0.08080808080808081,4 / 37,4 / 42,8 / 99,1.1869189633895516,1.1620111731843576,1.1437125748502994,0.6744350282485876,0.21780104712041884,0.20863309352517986,0.10810810810810811,0.09523809523809523,0.08080808080808081,4 / 37,4 / 42,8 / 99
Newark,,,1.0974025974025974,0.7231051344743277,0.0008453085376162299,0.0008968609865470852,0.0,0.0,0.0070921985815602835,0 / 9,0 / 4,1 / 141,0.572086349907158,0.3864628820960699,1.0974025974025974,0.7231051344743277,0.9822485207100592,0.9811659192825112,0.1111111111111111,0.25,0.16312056737588654,1 / 9,1 / 4,23 / 141,0.572086349907158,0.3864628820960699,1.0974025974025974,0.7231051344743277,0.9822485207100592,0.9811659192825112,0.1111111111111111,0.25,0.16312056737588654,1 / 9,1 / 4,23 / 141,0.572086349907158,0.3864628820960699,1.0974025974025974,0.7231051344743277,0.9822485207100592,0.9811659192825112,0.1111111111111111,0.25,0.16312056737588654,1 / 9,1 / 4,23 / 141,0.572086349907158,0.3864628820960699,1.0974025974025974,0.7231051344743277,0.9822485207100592,0.9811659192825112,0.1111111111111111,0.25,0.16312056737588654,1 / 9,1 / 4,23 / 141
Novato,3.2777777777777777,5.1,0.5686746987951807,0.3913764510779436,0.21610169491525424,0.025974025974025976,,,0.029411764705882353,0 / 0,0 / 0,2 / 68,1.0,1.0,0.5686746987951807,0.3913764510779436,0.00423728813559322,0.012987012987012988,,,0.014705882352941176,0 / 0,0 / 0,1 / 68,3.2777777777777777,5.1,0.5686746987951807,0.3913764510779436,0.21610169491525424,0.025974025974025976,,,0.029411764705882353,0 / 0,0 / 0,2 / 68,3.2777777777777777,5.1,0.5686746987951807,0.3913764510779436,0.21610169491525424,0.025974025974025976,,,0.029411764705882353,0 / 0,0 / 0,2 / 68,3.2777777777777777,5.1,0.5686746987951807,0.3913764510779436,0.21610169491525424,0.025974025974025976,,,0.029411764705882353,0 / 0,0 / 0,2 / 68
Oakland,1.9841584456045995,1.4236149972020145,1.2879105993904505,1.7826942908034125,0.19835927639882203,0.02046783625730994,,,0.05507246376811594,0 / 0,0 / 0,19 / 345,2.5178806607621307,1.434540389972145,1.2879105993904505,1.7826942908034125,0.1578144720235591,0.017543859649122806,,,0.05507246376811594,0 / 0,0 / 0,19 / 345,2.719362006197043,1.6868076535750252,1.2879105993904505,1.7826942908034125,0.2502103491796382,0.029239766081871343,,,0.07246376811594203,0 / 0,0 / 0,25 / 345,2.6535201999769473,1.6258064516129032,1.2879105993904505,1.7826942908034125,0.24553007993268827,0.02631578947368421,,,0.06956521739130435,0 / 0,0 / 0,24 / 345,2.8583933432938116,1.7688611244593946,1.2879105993904505,1.7826942908034125,0.2708771560790913,0.03216374269005848,,,0.0782608695652174,0 / 0,0 / 0,27 / 345
Oakley,,,1.0496575342465753,2.9902439024390244,0.0,0.0,0.0,0.0,0.0,0 / 6,0 / 1,0 / 7,0.1,0.1,1.0496575342465753,2.9902439024390244,0.00734094616639478,0.00779896013864818,0.0,1.0,0.14285714285714285,0 / 6,1 / 1,1 / 7,0.1,0.1,1.0496575342465753,2.9902439024390244,0.00734094616639478,0.00779896013864818,0.0,1.0,0.14285714285714285,0 / 6,1 / 1,1 / 7,0.1,0.1,1.0496575342465753,2.9902439024390244,0.00734094616639478,0.00779896013864818,0.0,1.0,0.14285714285714285,0 / 6,1 / 1,1 / 7,0.1,0.1,1.0496575342465753,2.9902439024390244,0.00734094616639478,0.00779896013864818,0.0,1.0,0.14285714285714285,0 / 6,1 / 1,1 / 7
Pacifica,,,0.2033898305084746,0.1935483870967742,0.0,0.0,0.0,0.0,0.0,0 / 18,0 / 9,0 / 43,,,0.2033898305084746,0.1935483870967742,0.0,0.0,0.0,0.0,0.0,0 / 18,0 / 9,0 / 43,,,0.2033898305084746,0.1935483870967742,0.0,0.0,0.0,0.0,0.0,0 / 18,0 / 9,0 / 43,,,0.2033898305084746,0.1935483870967742,0.0,0.0,0.0,0.0,0.0,0 / 18,0 / 9,0 / 43,,,0.2033898305084746,0.1935483870967742,0.0,0.0,0.0,0.0,0.0,0 / 18,0 / 9,0 / 43
Palo Alto,1.0,1.0,0.2545271629778672,0.3121529919802591,0.025691699604743084,0.012738853503184714,0.006060606060606061,0.0,0.005917159763313609,1 / 165,0 / 4,1 / 169,0.8083333333333332,0.8709677419354839,0.2545271629778672,0.3121529919802591,0.0533596837944664,0.025477707006369428,0.01818181818181818,0.0,0.01775147928994083,3 / 165,0 / 4,3 / 169,0.8083333333333332,0.8709677419354839,0.2545271629778672,0.3121529919802591,0.0533596837944664,0.025477707006369428,0.01818181818181818,0.0,0.01775147928994083,3 / 165,0 / 4,3 / 169,0.8083333333333332,0.8709677419354839,0.2545271629778672,0.3121529919802591,0.0533596837944664,0.025477707006369428,0.01818181818181818,0.0,0.01775147928994083,3 / 165,0 / 4,3 / 169,0.8083333333333332,0.8709677419354839,0.2545271629778672,0.3121529919802591,0.0533596837944664,0.025477707006369428,0.01818181818181818,0.0,0.01775147928994083,3 / 165,0 / 4,3 / 169
Petaluma,0.8202173913043478,0.7864583333333334,0.9583892617449664,0.20266818052795912,0.211484593837535,0.005813953488372093,,,0.023255813953488372,0 / 0,0 / 0,2 / 86,0.3715277777777778,0.43891402714932126,0.9583892617449664,0.20266818052795912,0.16666666666666666,0.10755813953488372,,,0.06976744186046512,0 / 0,0 / 0,6 / 86,0.5162698412698413,0.6199376947040498,0.9583892617449664,0.20266818052795912,0.30952380952380953,0.11627906976744186,,,0.08139534883720931,0 / 0,0 / 0,7 / 86,0.5210909822866344,0.6004842615012107,0.9583892617449664,0.20266818052795912,0.37675070028011204,0.11046511627906977,,,0.09302325581395349,0 / 0,0 / 0,8 / 86,0.703630664826317,0.847457627118644,0.9583892617449664,0.20266818052795912,0.5196078431372549,0.11918604651162791,,,0.09302325581395349,0 / 0,0 / 0,8 / 86
Piedmont,1.0,1.0,0.7,0.711864406779661,0.023809523809523808,0.015625,,0.017241379310344827,0.017241379310344827,0 / 0,1 / 58,1 / 58,1.0,1.0,0.7,0.711864406779661,0.023809523809523808,0.015625,,0.017241379310344827,0.017241379310344827,0 / 0,1 / 58,1 / 58,1.0,1.0,0.7,0.711864406779661,0.023809523809523808,0.015625,,0.017241379310344827,0.017241379310344827,0 / 0,1 / 58,1 / 58,1.0,1.0,0.7,0.711864406779661,0.023809523809523808,0.015625,,0.017241379310344827,0.017241379310344827,0 / 0,1 / 58,1 / 58,1.0,1.0,0.7,0.711864406779661,0.023809523809523808,0.015625,,0.017241379310344827,0.017241379310344827,0 / 0,1 / 58,1 / 58
Pinole,1.0,1.0,0.04377104377104377,0.026530612244897958,0.07692307692307693,0.07142857142857142,0.0,0.03225806451612903,0.016666666666666666,0 / 4,1 / 31,1 / 60,1.0,1.0,0.04377104377104377,0.026530612244897958,0.07692307692307693,0.07142857142857142,0.0,0.03225806451612903,0.016666666666666666,0 / 4,1 / 31,1 / 60,1.0,1.0,0.04377104377104377,0.026530612244897958,0.07692307692307693,0.07142857142857142,0.0,0.03225806451612903,0.016666666666666666,0 / 4,1 / 31,1 / 60,1.0,1.0,0.04377104377104377,0.026530612244897958,0.07692307692307693,0.07142857142857142,0.0,0.03225806451612903,0.016666666666666666,0 / 4,1 / 31,1 / 60,1.0,1.0,0.04377104377104377,0.026530612244897958,0.07692307692307693,0.07142857142857142,0.0,0.03225806451612903,0.016666666666666666,0 / 4,1 / 31,1 / 60
Pittsburg,1.3262626262626263,1.0128913443830572,0.8187654320987654,0.338989981598855,0.33172496984318456,0.009836065573770493,0.14285714285714285,0.11764705882352941,0.10714285714285714,1 / 7,2 / 17,3 / 28,0.8220111448834854,0.14153132250580047,0.8187654320987654,0.338989981598855,0.0367913148371532,0.00819672131147541,0.0,0.17647058823529413,0.10714285714285714,0 / 7,3 / 17,3 / 28,0.6211379882922436,0.11688311688311688,0.8187654320987654,0.338989981598855,0.037997587454764774,0.011475409836065573,0.0,0.17647058823529413,0.14285714285714285,0 / 7,3 / 17,4 / 28,1.288964262687667,0.8804034582132565,0.8187654320987654,0.338989981598855,0.36851628468033776,0.018032786885245903,0.14285714285714285,0.23529411764705882,0.17857142857142858,1 / 7,4 / 17,5 / 28,1.0772233053261422,0.7643391521197007,0.8187654320987654,0.338989981598855,0.36972255729794934,0.021311475409836064,0.14285714285714285,0.23529411764705882,0.21428571428571427,1 / 7,4 / 17,6 / 28
Pleasant Hill,,,0.3482142857142857,0.3305084745762712,0.00641025641025641,0.007246376811594203,,,0.034482758620689655,0 / 0,0 / 0,1 / 29,,,0.3482142857142857,0.3305084745762712,0.00641025641025641,0.007246376811594203,,,0.034482758620689655,0 / 0,0 / 0,1 / 29,,,0.3482142857142857,0.3305084745762712,0.00641025641025641,0.007246376811594203,,,0.034482758620689655,0 / 0,0 / 0,1 / 29,,,0.3482142857142857,0.3305084745762712,0.00641025641025641,0.007246376811594203,,,0.034482758620689655,0 / 0,0 / 0,1 / 29,,,0.3482142857142857,0.3305084745762712,0.00641025641025641,0.007246376811594203,,,0.034482758620689655,0 / 0,0 / 0,1 / 29
Pleasanton,0.9289749798224375,0.8867438867438867,0.7822931785195936,0.5162835249042146,0.43351886209029067,0.1330166270783848,0.08333333333333333,0.2413793103448276,0.16176470588235295,1 / 12,7 / 29,11 / 68,0.8498178709485579,0.8569739952718676,0.7822931785195936,0.5162835249042146,0.4557823129251701,0.20902612826603326,0.25,0.27586206896551724,0.20588235294117646,3 / 12,8 / 29,14 / 68,0.8180162463168709,0.8552941176470589,0.7822931785195936,0.5162835249042146,0.45701917130488556,0.21140142517814728,0.25,0.27586206896551724,0.22058823529411764,3 / 12,8 / 29,15 / 68,0.8498178709485579,0.8569739952718676,0.7822931785195936,0.5162835249042146,0.4557823129251701,0.20902612826603326,0.25,0.27586206896551724,0.20588235294117646,3 / 12,8 / 29,14 / 68,0.8180162463168709,0.8552941176470589,0.7822931785195936,0.5162835249042146,0.45701917130488556,0.21140142517814728,0.25,0.27586206896551724,0.22058823529411764,3 / 12,8 / 29,15 / 68
Portola Valley,1.3333333333333333,1.3333333333333333,1.015625,0.48148148148148145,0.12307692307692308,0.13333333333333333,,0.07894736842105263,0.07692307692307693,0 / 0,6 / 76,6 / 78,1.2857142857142858,1.2857142857142858,1.015625,0.48148148148148145,0.18461538461538463,0.2,,0.09210526315789473,0.11538461538461539,0 / 0,7 / 76,9 / 78,1.2857142857142858,1.2857142857142858,1.015625,0.48148148148148145,0.18461538461538463,0.2,,0.09210526315789473,0.11538461538461539,0 / 0,7 / 76,9 / 78,1.2857142857142858,1.2857142857142858,1.015625,0.48148148148148145,0.18461538461538463,0.2,,0.09210526315789473,0.11538461538461539,0 / 0,7 / 76,9 / 78,1.2857142857142858,1.2857142857142858,1.015625,0.48148148148148145,0.18461538461538463,0.2,,0.09210526315789473,0.11538461538461539,0 / 0,7 / 76,9 / 78
Redwood City,2.4,2.4,0.6328433130154177,0.5295529552955296,0.013597733711048159,0.0136986301369863,0.0,0.07692307692307693,0.017857142857142856,0 / 15,1 / 13,1 / 56,2.4,2.4,0.6328433130154177,0.5295529552955296,0.013597733711048159,0.0136986301369863,0.0,0.07692307692307693,0.017857142857142856,0 / 15,1 / 13,1 / 56,2.4,2.4,0.6328433130154177,0.5295529552955296,0.013597733711048159,0.0136986301369863,0.0,0.07692307692307693,0.017857142857142856,0 / 15,1 / 13,1 / 56,2.4,2.4,0.6328433130154177,0.5295529552955296,0.013597733711048159,0.0136986301369863,0.0,0.07692307692307693,0.017857142857142856,0 / 15,1 / 13,1 / 56,2.4,2.4,0.6328433130154177,0.5295529552955296,0.013597733711048159,0.0136986301369863,0.0,0.07692307692307693,0.017857142857142856,0 / 15,1 / 13,1 / 56
Richmond,1.0303255067907617,0.9216477931066931,0.34743326488706366,0.3970222718145361,0.00591016548463357,0.018656716417910446,,0.017937219730941704,0.017937219730941704,0 / 0,4 / 223,4 / 223,0.6723422554069179,0.616316085686824,0.34743326488706366,0.3970222718145361,0.002364066193853428,0.007462686567164179,,0.008968609865470852,0.008968609865470852,0 / 0,2 / 223,2 / 223,0.6723422554069179,0.616316085686824,0.34743326488706366,0.3970222718145361,0.002364066193853428,0.007462686567164179,,0.008968609865470852,0.008968609865470852,0 / 0,2 / 223,2 / 223,0.9975457401145185,0.7599671618347444,0.34743326488706366,0.3970222718145361,0.00591016548463357,0.018656716417910446,,0.02242152466367713,0.02242152466367713,0 / 0,5 / 223,5 / 223,0.9975457401145185,0.7599671618347444,0.34743326488706366,0.3970222718145361,0.00591016548463357,0.018656716417910446,,0.02242152466367713,0.02242152466367713,0 / 0,5 / 223,5 / 223
Rio Vista,,,1.2709030100334449,0.07535197303192544,0.0,0.0,,0.0,0.0,0 / 0,0 / 23,0 / 23,0.5091575091575091,0.5091575091575091,1.2709030100334449,0.07535197303192544,0.36578947368421055,0.36387434554973824,,0.043478260869565216,0.043478260869565216,0 / 0,1 / 23,1 / 23,0.5567765567765568,0.5567765567765568,1.2709030100334449,0.07535197303192544,0.4,0.39790575916230364,,0.043478260869565216,0.043478260869565216,0 / 0,1 / 23,1 / 23,0.5091575091575091,0.5091575091575091,1.2709030100334449,0.07535197303192544,0.36578947368421055,0.36387434554973824,,0.043478260869565216,0.043478260869565216,0 / 0,1 / 23,1 / 23,0.5567765567765568,0.5567765567765568,1.2709030100334449,0.07535197303192544,0.4,0.39790575916230364,,0.043478260869565216,0.043478260869565216,0 / 0,1 / 23,1 / 23
Rohnert Park,,,1.4149054505005563,4.184210526315789,0.0,0.0,0.0,0.0,0.0,0 / 3,0 / 1,0 / 35,,,1.4149054505005563,4.184210526315789,0.0,0.0,0.0,0.0,0.0,0 / 3,0 / 1,0 / 35,,,1.4149054505005563,4.184210526315789,0.07075471698113207,0.0014184397163120568,0.0,0.0,0.02857142857142857,0 / 3,0 / 1,1 / 35,,,1.4149054505005563,4.184210526315789,0.0,0.0,0.0,0.0,0.0,0 / 3,0 / 1,0 / 35,,,1.4149054505005563,4.184210526315789,0.07075471698113207,0.0014184397163120568,0.0,0.0,0.02857142857142857,0 / 3,0 / 1,1 / 35
Ross,,,0.8888888888888888,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0 / 8,0 / 11,0 / 25,,,0.8888888888888888,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0 / 8,0 / 11,0 / 25,,,0.8888888888888888,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0 / 8,0 / 11,0 / 25,,,0.8888888888888888,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0 / 8,0 / 11,0 / 25,,,0.8888888888888888,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0 / 8,0 / 11,0 / 25
San Anselmo,1.0,1.0,0.6509433962264151,0.21428571428571427,0.3188405797101449,0.1794871794871795,0.043478260869565216,,0.04697986577181208,1 / 23,0 / 0,7 / 149,1.0,1.0,0.6509433962264151,0.21428571428571427,0.3188405797101449,0.1794871794871795,0.043478260869565216,,0.04697986577181208,1 / 23,0 / 0,7 / 149,1.0,1.0,0.6509433962264151,0.21428571428571427,0.3333333333333333,0.20512820512820512,0.043478260869565216,,0.053691275167785234,1 / 23,0 / 0,8 / 149,1.0,1.0,0.6509433962264151,0.21428571428571427,0.3188405797101449,0.1794871794871795,0.043478260869565216,,0.04697986577181208,1 / 23,0 / 0,7 / 149,1.0,1.0,0.6509433962264151,0.21428571428571427,0.3333333333333333,0.20512820512820512,0.043478260869565216,,0.053691275167785234,1 / 23,0 / 0,8 / 149
San Bruno,0.8547008547008547,0.4266666666666667,0.21471861471861473,0.4601113172541744,0.12903225806451613,0.05084745762711865,0.3333333333333333,,0.3333333333333333,2 / 6,0 / 0,2 / 6,,,0.21471861471861473,0.4601113172541744,0.0,0.0,0.0,,0.0,0 / 6,0 / 0,0 / 6,,,0.21471861471861473,0.4601113172541744,0.0,0.0,0.0,,0.0,0 / 6,0 / 0,0 / 6,0.8547008547008547,0.4266666666666667,0.21471861471861473,0.4601113172541744,0.12903225806451613,0.05084745762711865,0.3333333333333333,,0.3333333333333333,2 / 6,0 / 0,2 / 6,0.8547008547008547,0.4266666666666667,0.21471861471861473,0.4601113172541744,0.12903225806451613,0.05084745762711865,0.3333333333333333,,0.3333333333333333,2 / 6,0 / 0,2 / 6
San Carlos,2.2738095238095237,1.9259259259259258,0.8573825503355704,0.3634423897581792,0.10176125244618395,0.0958904109589041,0.01910828025477707,0.02702702702702703,0.019943019943019943,6 / 314,1 / 37,7 / 351,2.09375,1.5897435897435896,0.8573825503355704,0.3634423897581792,0.12133072407045009,0.2328767123287671,0.01910828025477707,0.05405405405405406,0.022792022792022793,6 / 314,2 / 37,8 / 351,2.0277777777777777,1.5777777777777777,0.8573825503355704,0.3634423897581792,0.13894324853228962,0.2465753424657534,0.01910828025477707,0.05405405405405406,0.02564102564102564,6 / 314,2 / 37,9 / 351,2.527777777777778,1.55,0.8573825503355704,0.3634423897581792,0.12133072407045009,0.2328767123287671,0.022292993630573247,0.05405405405405406,0.02564102564102564,7 / 314,2 / 37,9 / 351,2.425,1.5434782608695652,0.8573825503355704,0.3634423897581792,0.13894324853228962,0.2465753424657534,0.022292993630573247,0.05405405405405406,0.02849002849002849,7 / 314,2 / 37,10 / 351
San Francisco,4.750314454132182,2.103976801988401,0.7698569399702102,0.47077887690906395,0.22852643419572555,0.08635863586358636,0.024265644955300127,0.037341299477221805,0.027598020555767034,95 / 3915,50 / 1339,145 / 5254,3.5403295627314235,2.2021480629075567,0.7698569399702102,0.47077887690906395,0.2583127109111361,0.09460946094609461,0.02554278416347382,0.04256908140403286,0.029881994670727066,100 / 3915,57 / 1339,157 / 5254,2.710779644669992,1.985289310232102,0.7698569399702102,0.47077887690906395,0.27325084364454444,0.1474147414741474,0.02554278416347382,0.04256908140403286,0.044347164065473926,100 / 3915,57 / 1339,233 / 5254,5.397359196879961,2.259493670886076,0.7698569399702102,0.47077887690906395,0.27307086614173226,0.11991199119911991,0.028607918263090677,0.04555638536221061,0.032927293490673776,112 / 3915,61 / 1339,173 / 5254,4.114243769739487,2.04704,0.7698569399702102,0.47077887690906395,0.28782902137232846,0.1705170517051705,0.028607918263090677,0.04555638536221061,0.046631138180433955,112 / 3915,61 / 1339,245 / 5254
San Jose,1.082885372931937,0.8466666666666667,0.35923603192702397,0.5560745251060897,0.1410887160768132,0.032955159373311727,0.032520325203252036,0.06,0.046370967741935484,8 / 246,15 / 250,23 / 496,0.9137342020510523,0.7320384294068505,0.35923603192702397,0.5560745251060897,0.2781304554832566,0.16693679092382496,0.06097560975609756,0.08,0.07056451612903226,15 / 246,20 / 250,35 / 496,0.913672432269377,0.7506925207756233,0.35923603192702397,0.5560745251060897,0.3225678463735915,0.2296056185845489,0.06097560975609756,0.08,0.08266129032258064,15 / 246,20 / 250,41 / 496,0.9540747981985526,0.6942939689418562,0.35923603192702397,0.5560745251060897,0.30511029995238853,0.17396002160994056,0.06910569105691057,0.084,0.07661290322580645,17 / 246,21 / 250,38 / 496,0.9485162496091504,0.7145174371451744,0.35923603192702397,0.5560745251060897,0.34954769084272336,0.2366288492706645,0.06910569105691057,0.084,0.08870967741935484,17 / 246,21 / 250,44 / 496
San Leandro,1.0,1.0,0.06034105815478793,0.06920762286860582,0.007246376811594203,0.02040816326530612,0.0,0.029411764705882353,0.007142857142857143,0 / 53,1 / 34,1 / 140,1.0,1.0,0.06034105815478793,0.06920762286860582,0.007246376811594203,0.02040816326530612,0.0,0.029411764705882353,0.007142857142857143,0 / 53,1 / 34,1 / 140,0.8333333333333333,0.7142857142857143,0.06034105815478793,0.06920762286860582,0.036231884057971016,0.10204081632653061,0.0,0.029411764705882353,0.014285714285714285,0 / 53,1 / 34,2 / 140,1.0,1.0,0.06034105815478793,0.06920762286860582,0.007246376811594203,0.02040816326530612,0.0,0.029411764705882353,0.007142857142857143,0 / 53,1 / 34,1 / 140,0.8333333333333333,0.7142857142857143,0.06034105815478793,0.06920762286860582,0.036231884057971016,0.10204081632653061,0.0,0.029411764705882353,0.014285714285714285,0 / 53,1 / 34,2 / 140
San Mateo,1.3599456818863198,1.2941176470588236,0.48516129032258065,0.354226052896032,0.4973404255319149,0.037037037037037035,0.06666666666666667,0.03333333333333333,0.031914893617021274,2 / 30,1 / 30,3 / 94,1.3202495654746857,0.9475308641975309,0.48516129032258065,0.354226052896032,0.40824468085106386,0.06790123456790123,0.06666666666666667,0.1,0.05319148936170213,2 / 30,3 / 30,5 / 94,1.3202495654746857,0.9475308641975309,0.48516129032258065,0.354226052896032,0.5405585106382979,0.07407407407407407,0.06666666666666667,0.1,0.06382978723404255,2 / 30,3 / 30,6 / 94,1.453004446168829,1.4197530864197532,0.48516129032258065,0.354226052896032,0.6117021276595744,0.08024691358024691,0.06666666666666667,0.1,0.05319148936170213,2 / 30,3 / 30,5 / 94,1.453004446168829,1.4197530864197532,0.48516129032258065,0.354226052896032,0.6117021276595744,0.08024691358024691,0.06666666666666667,0.1,0.06382978723404255,2 / 30,3 / 30,6 / 94
San Pablo,1.0,1.0,0.11804008908685969,0.06892067620286085,0.018867924528301886,0.03125,0.0,0.02631578947368421,0.008,0 / 62,1 / 38,1 / 125,1.0,1.0,0.11804008908685969,0.06892067620286085,0.018867924528301886,0.03125,0.0,0.02631578947368421,0.008,0 / 62,1 / 38,1 / 125,1.0,1.0,0.11804008908685969,0.06892067620286085,0.018867924528301886,0.03125,0.0,0.02631578947368421,0.008,0 / 62,1 / 38,1 / 125,1.0,1.0,0.11804008908685969,0.06892067620286085,0.018867924528301886,0.03125,0.0,0.02631578947368421,0.008,0 / 62,1 / 38,1 / 125,1.0,1.0,0.11804008908685969,0.06892067620286085,0.018867924528301886,0.03125,0.0,0.02631578947368421,0.008,0 / 62,1 / 38,1 / 125
San Rafael,0.20930232558139536,0.20930232558139536,0.21946375372393248,0.42015209125475284,0.04524886877828054,0.01904761904761905,0.125,0.0,0.028985507246376812,1 / 8,0 / 17,2 / 69,0.20930232558139536,0.20930232558139536,0.21946375372393248,0.42015209125475284,0.05429864253393665,0.0380952380952381,0.125,0.0,0.043478260869565216,1 / 8,0 / 17,3 / 69,0.1671511627906977,0.1791044776119403,0.21946375372393248,0.42015209125475284,0.06787330316742081,0.06666666666666667,0.125,0.0,0.057971014492753624,1 / 8,0 / 17,4 / 69,0.20930232558139536,0.20930232558139536,0.21946375372393248,0.42015209125475284,0.05429864253393665,0.0380952380952381,0.125,0.0,0.043478260869565216,1 / 8,0 / 17,3 / 69,0.1671511627906977,0.1791044776119403,0.21946375372393248,0.42015209125475284,0.06787330316742081,0.06666666666666667,0.125,0.0,0.057971014492753624,1 / 8,0 / 17,4 / 69
San Ramon,0.8571428571428571,0.8571428571428571,1.2131263232180662,0.39059304703476483,0.010471204188481676,0.013595166163141994,0.0,0.0,0.005263157894736842,0 / 30,0 / 4,1 / 190,0.8571428571428571,0.8571428571428571,1.2131263232180662,0.39059304703476483,0.010471204188481676,0.013595166163141994,0.0,0.0,0.005263157894736842,0 / 30,0 / 4,1 / 190,0.8571428571428571,0.8571428571428571,1.2131263232180662,0.39059304703476483,0.017452006980802792,0.014350453172205438,0.0,0.0,0.010526315789473684,0 / 30,0 / 4,2 / 190,0.8571428571428571,0.8571428571428571,1.2131263232180662,0.39059304703476483,0.010471204188481676,0.013595166163141994,0.0,0.0,0.005263157894736842,0 / 30,0 / 4,1 / 190,0.8571428571428571,0.8571428571428571,1.2131263232180662,0.39059304703476483,0.017452006980802792,0.014350453172205438,0.0,0.0,0.010526315789473684,0 / 30,0 / 4,2 / 190
Santa Clara,1.9473648017735383,1.1468624833110814,1.0078182262399218,0.6523801992724972,0.20824242424242423,0.1908713692946058,0.05314009661835749,0.0,0.049773755656108594,11 / 207,0 / 14,11 / 221,2.0253465483637627,1.0033057851239668,1.0078182262399218,0.6523801992724972,0.14715151515151514,0.18672199170124482,0.04830917874396135,0.07142857142857142,0.049773755656108594,10 / 207,1 / 14,11 / 221,2.1885782513440315,1.284431137724551,1.0078182262399218,0.6523801992724972,0.208,0.1908713692946058,0.04830917874396135,0.07142857142857142,0.05429864253393665,10 / 207,1 / 14,12 / 221,2.647388994462024,1.079900124843945,1.0078182262399218,0.6523801992724972,0.2096969696969697,0.1950207468879668,0.06280193236714976,0.07142857142857142,0.06334841628959276,13 / 207,1 / 14,14 / 221,2.736504860439688,1.0011574074074074,1.0078182262399218,0.6523801992724972,0.2096969696969697,0.1950207468879668,0.06280193236714976,0.07142857142857142,0.06787330316742081,13 / 207,1 / 14,15 / 221
